ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3238786,coon song,黑人歌,,英,nan,2017-08-08
3238787,coperti {pl.} {It.},蒙布奏的；覆盖；掩盖,,义,nan,2017-08-08
3238788,coperto {It.},蒙布奏的；覆盖,,义,nan,2017-08-08
3238789,copista {It.},抄谱家,,义,nan,2017-08-08
3238790,copiste {Fr.},抄谱家,,法,nan,2017-08-08
3238791,copla,科普拉歌,,英,nan,2017-08-08
3238792,Coppel {Ger.},联键音栓（管风琴）,,德,nan,2017-08-08
3238793,copula {Lat.},联结,,拉,nan,2017-08-08
3238794,copyist,抄谱家,,英,nan,2017-08-08
3238795,copyright,著作权；版权,,英,nan,2017-08-08
3238796,Cor à main {Fr.},手号,,法,nan,2017-08-08
3238797,cor à pistons {Fr.},有键号,,法,nan,2017-08-08
3238798,cor anglais {Fr.},英国管,,法,nan,2017-08-08
3238799,cor d'harmonie {Fr.},自然号,,法,nan,2017-08-08
3238800,cor de basset {Fr.},巴塞管,,法,nan,2017-08-08
3238801,cor de chasse {Fr.},猎号,,法,nan,2017-08-08
3238802,cor des Aples {Fr.},阿尔卑斯号,,法,nan,2017-08-08
3238803,cor en signal {Lat.},信号,,拉,nan,2017-08-08
3238804,cor {Fr.},号角，圆号；号角音栓｛管风琴｝,,法,nan,2017-08-08
3238805,cor-oboe,双簧管音栓（管风琴）,,英,nan,2017-08-08
3238806,corale per organo {It.},管风琴圣咏,,义,nan,2017-08-08
3238807,corda {It.},弦（弦）,,义,nan,2017-08-08
3238808,corde à vide {Fr.},空弦（弦）,,法,nan,2017-08-08
3238809,corde di resonanza {It.},共鸣弦（弦）,,义,nan,2017-08-08
3238810,corde en boyau {Fr.},肠弦（弦）,,法,nan,2017-08-08
3238811,corde nuit {Fr.},守夜号音栓（管风琴）,,法,nan,2017-08-08
3238812,corde vocali {It.},声带,,义,nan,2017-08-08
3238813,corde {Fr.},弦（弦）,,法,nan,2017-08-08
3238814,cordes sympathiques {Fr.},共鸣弦（弦）,,法,nan,2017-08-08
3238815,cordes vocales {Fr.},声带,,法,nan,2017-08-08
3238816,cordier {Fr.},系弦（弦）板,,法,nan,2017-08-08
3238817,cordiera {It.},系弦（弦）板,,义,nan,2017-08-08
3238818,cori spezzati {It.},复合唱,,义,nan,2017-08-08
3238819,corista {It.},音叉；标准音高；合唱团员,,义,nan,2017-08-08
3238820,cormet de poste {Fr.},邮号,,法,nan,2017-08-08
3238821,cornemuse {Fr.},法国风笛,,法,nan,2017-08-08
3238822,cornet,短号；邮号；角号；角号音栓｛管风琴｝,,英,nan,2017-08-08
3238823,Cornet à pistons {Fr.},有键短号,,法,nan,2017-08-08
3238824,cornet stop,短号音栓,,英,nan,2017-08-08
3238825,corneta {Sp.},短号；邮号；角号；角号音栓｛管风琴｝,,西,nan,2017-08-08
3238826,Cornett {Ger.},短号；邮号；角号；角号音栓｛管风琴｝,,德,nan,2017-08-08
3238827,cornetta di postiglione {It.},邮号,,义,nan,2017-08-08
3238828,cornetta {It.},短号；邮号；角号；角号音栓｛管风琴｝,,义,nan,2017-08-08
3238829,Corno a mano {It.},手号,,义,nan,2017-08-08
3238830,corno alto and corno basso {It.},高音号和英国蛇号,,义,nan,2017-08-08
3238831,corno alto {It.},高音号,,义,nan,2017-08-08
3238832,corno basso {It.},英国蛇号；英国蛇号音栓,,义,nan,2017-08-08
3238833,corno da caccia {It.},猎号,,义,nan,2017-08-08
3238834,corno da segnale {Fr.},信号,,法,nan,2017-08-08
3238835,corno di bassetto {It.},巴塞管,,义,nan,2017-08-08
3238836,corno dolce,柔音圆号音栓（管风琴）,,英,nan,2017-08-08
3238837,corno doppio {It.},双调圆号,,义,nan,2017-08-08
3238838,corno inglese {It.},英国管,,义,nan,2017-08-08
3238839,corno naturale {It.},自然号,,义,nan,2017-08-08
3238840,corno ventile {It.},活塞号角,,义,nan,2017-08-08
3238841,corno {It.},号角，圆号；号角音栓｛管风琴｝,,义,nan,2017-08-08
3238842,cornopean,短号；短号音栓,,英,nan,2017-08-08
3238843,cornu {Lat.},号角,,拉,nan,2017-08-08
3238844,coro di chiesa {It.},圣歌队,,义,nan,2017-08-08
3238845,coro femminile {It.},女声合唱；女生合唱团,,义,nan,2017-08-08
3238846,coro maschile {It.},男声合唱；男声合唱团,,义,nan,2017-08-08
3238847,coro spezzato {It.},复合唱,,义,nan,2017-08-08
3238848,coro {It.},合唱；合唱团,,义,nan,2017-08-08
3238849,corona {It.},停留记号；延长记号；延长音,,义,nan,2017-08-08
3238850,coronation anthems,加冕颂歌,,英,nan,2017-08-08
3238851,corpo de musique {Fr.},军乐队,,法,nan,2017-08-08
3238852,corpo di musica {It.},军乐队,,义,nan,2017-08-08
3238853,corps de rechange {Fr.},变音管,,法,nan,2017-08-08
3238854,corranach,苏格兰挽歌,,英,nan,2017-08-08
3238855,corrente {It.},库朗舞曲,,义,nan,2017-08-08
3238856,corrido {Sp.},柯利多舞曲,,西,nan,2017-08-08
3238857,corthol,库塔尔管,,英,nan,2017-08-08
3238858,corto {It.},短小的,,义,nan,2017-08-08
3238859,coryphée {Fr.},领班；领唱者,,法,nan,2017-08-08
3238860,cosaque {Fr.},哥萨克舞曲,,法,nan,2017-08-08
3238861,Così {It.},如此,,义,nan,2017-08-08
3238862,cossack,哥萨克舞曲,,英,nan,2017-08-08
3238863,côté cour {Fr.},舞台右侧｛面对舞台｝,,法,nan,2017-08-08
3238864,côté jardin {Fr.},舞台左侧｛面对舞台｝,,法,nan,2017-08-08
3238865,côtelettes {Fr.},筷子曲,,法,nan,2017-08-08
3238866,cotillon {Fr.},柯第永舞,,法,nan,2017-08-08
3238867,counter exposition,对应呈示部,,英,nan,2017-08-08
3238868,counter subject,对句,,英,nan,2017-08-08
3238869,counter voice,对位声部；对旋律,,英,nan,2017-08-08
3238870,counterfugue,反行复格,,英,nan,2017-08-08
3238871,counterpoint,对位法,,英,nan,2017-08-08
3238872,countersubject,对题,,英,nan,2017-08-08
3238873,countertenor,假声男高音；中音{音域},,英,nan,2017-08-08
3238874,counting time,数拍,,英,nan,2017-08-08
3238875,country dance,乡村舞曲；对舞舞曲,,英,nan,2017-08-08
3238876,country music,乡村音乐,,英,nan,2017-08-08
3238877,coup d'archet {Fr.},弓法　,,法,nan,2017-08-08
3238878,coup de glotte {Fr.},振动声门,,法,nan,2017-08-08
3238879,coup de langue {Fr.},运舌法,,法,nan,2017-08-08
3238880,couplet {Fr.},主歌｛舞歌｝；变化段｛轮旋曲｝；二连音；二连音符,,法,nan,2017-08-08
3238881,coupure {Fr.},删除,,法,nan,2017-08-08
3238882,courante {Fr.},库朗舞曲,,法,nan,2017-08-08
3238883,course,同音弦组,,英,nan,2017-08-08
3238884,court song,宫廷歌曲,,英,nan,2017-08-08
3238885,courtaud {Fr.},库塔尔管,,法,nan,2017-08-08
3238886,covered fifths,隐伏五度,,英,nan,2017-08-08
3238887,covered octaves,隐伏八度,,英,nan,2017-08-08
3238888,covered unison,隐伏同度,,英,nan,2017-08-08
3238889,cow horn,牛角号,,英,nan,2017-08-08
3238890,Cowbell,牛铃,,英,nan,2017-08-08
3238891,cowhorn,牛号,,英,nan,2017-08-08
3238892,crab canon,逆行卡农,,英,nan,2017-08-08
3238893,crab motion,蟹行,,英,nan,2017-08-08
3238894,cradle song,摇篮曲,,英,nan,2017-08-08
3238895,création artistique {Fr.},艺术创作,,法,nan,2017-08-08
3238896,Creative music making,创作性音乐学习法,,英,nan,2017-08-08
3238897,crécelle {Fr.},嘎嘎器,,法,nan,2017-08-08
3238898,credo,信经,,义,nan,2017-08-08
3238899,"Cremona School, The",格里摩那派,,英,nan,2017-08-08
3238900,creole music,拉丁多民族因素音乐,,英,nan,2017-08-08
3238901,creole music {It.},混血音乐,,英,nan,2017-08-08
3238902,crescendo ed animando {It.},渐强而有活力的,,义,nan,2017-08-08
3238903,crescendo molto {It.},大幅度渐强,,义,nan,2017-08-08
3238904,crescendo pedal,渐强踏瓣,,英,nan,2017-08-08
3238905,crescendo pédale {Fr.},渐强踏瓣,,法,nan,2017-08-08
3238906,crescendo subito {It.},立即渐强,,义,nan,2017-08-08
3238907,crescendo {It.},渐强,,义,nan,2017-08-08
3238908,critique musicale {Fr.},音乐评论,,法,nan,2017-08-08
3238909,croche {Fr.},八分音符；符尾,,法,nan,2017-08-08
3238910,croma {It.},八分音符,,义,nan,2017-08-08
3238911,cromatico {It.},半音的；变化音的,,义,nan,2017-08-08
3238912,cromatismo {It.},半音体系；半音风格；半音主义,,义,nan,2017-08-08
3238913,cromorne {Fr.},克隆姆管；克隆姆管音栓,,法,nan,2017-08-08
3238914,cromorno {It.},克隆姆管；克隆姆管音栓,,义,nan,2017-08-08
3238915,crook,变音管,,英,nan,2017-08-08
3238916,croon,低吟唱,,英,nan,2017-08-08
3238917,crooner,哼唱者,,英,nan,2017-08-08
3238918,crooning,轻唱；低声唱,,英,nan,2017-08-08
3238919,cross accent,交叉重音,,英,nan,2017-08-08
3238920,cross fingering,交叉指法,,英,nan,2017-08-08
3238921,cross flute,横笛,,英,nan,2017-08-08
3238922,cross relation,假关系；交叉关系,,英,nan,2017-08-08
3238923,cross rhythm,交叉节奏,,英,nan,2017-08-08
3238924,cross-accent,交叉重音,,英,nan,2017-08-08
3238925,cross-fingering,交叉指法,,英,nan,2017-08-08
3238926,cross-rhythm,交叉节奏,,英,nan,2017-08-08
3238927,crossing of parts,声部交叉,,英,nan,2017-08-08
3238928,crotales {Fr.},古钹；古响板,,法,nan,2017-08-08
3238929,crotchet,四分音符；黑音符,,英,nan,2017-08-08
3238930,crotchet rest,四分休止符,,英,nan,2017-08-08
3238931,crowd,克鲁特琴,,英,nan,2017-08-08
3238932,Crucifixus {Lat.},被钉在十字架上,,拉,nan,2017-08-08
3238933,cruit,克鲁特琴（爱尔兰）,,爱尔兰,nan,2017-08-08
3238934,crumhorn,克隆姆管；克隆姆管音栓,,英,nan,2017-08-08
3238935,crutoll,库塔尔管,,英,nan,2017-08-08
3238936,crwth {welsh},克鲁特琴,,英,nan,2017-08-08
3238937,csárdás {Hu.},查尔达斯舞曲,,匈,nan,2017-08-08
3238938,cuando,关多舞曲｛拉丁美洲｝,,西,nan,2017-08-08
3238939,cuator {Sp.},小吉他,,西,nan,2017-08-08
3238940,Cuban bongos,古巴班戈鼓,,英,nan,2017-08-08
3238941,cuckoo,布谷笛,,英,nan,2017-08-08
3238942,cue,导引乐句；提示,,英,nan,2017-08-08
3238943,cueca {Sp.},奎卡舞曲,,西,nan,2017-08-08
3238944,cuerda {Sp.},弦（弦）,,西,nan,2017-08-08
3238945,Cuivré {Fr.},吼声,,法,nan,2017-08-08
3238946,cumbia {Sp.},昆比亚舞曲,,西,nan,2017-08-08
3238947,cupo {It.},阴暗的,,义,nan,2017-08-08
3238948,curlew sign,布瑞顿休止符,,英,nan,2017-08-08
3238949,curtain music,间奏曲,,英,nan,2017-08-08
3238950,curtain tune,间奏曲,,英,nan,2017-08-08
3238951,curtal,库塔尔管,,英,nan,2017-08-08
3238952,curtle,库塔尔管,,英,nan,2017-08-08
3238953,cutlets {Fr.},筷子曲,,法,nan,2017-08-08
3238954,cycle,连篇；循环,,英,nan,2017-08-08
3238955,cycle de mélodies {Fr.},联篇歌曲,,法,nan,2017-08-08
3238956,cycle des quintes {Fr.},五度圈,,法,nan,2017-08-08
3238957,cyclic form,连篇形式；连章形式,,英,nan,2017-08-08
3238958,cyclic mass,连章弥撒曲,,英,nan,2017-08-08
3238959,cylindre {Fr.},活塞,,法,nan,2017-08-08
3238960,cymbale,钹,,英,nan,2017-08-08
3238961,cymbales antiques {Fr.},古钹；古铙钹,,法,nan,2017-08-08
3238962,cymbalon,扬琴（东欧）,,英,nan,2017-08-08
3238963,cymbals,钹｛双面｝；钹｛铙钹、铜钹｝,,英,nan,2017-08-08
3238964,cymbalum {Lat.},钹,,拉,nan,2017-08-08
3238965,cymbel,羽管音栓（管风琴）,,英,nan,2017-08-08
3238966,Czardas {Fr.},查尔达斯舞曲,,英˙法,nan,2017-08-08
3238967,D sharp,升Ｄ,,英,nan,2017-08-08
3238968,D.C.=da capo {It.},返始,,义,nan,2017-08-08
3238969,D.S.=dal segno; al segno,从S记号反复,,义,nan,2017-08-08
3238970,da capo aria {It.},返始咏唱调,,义,nan,2017-08-08
3238971,da capo {It.},返始；从头反复,,义,nan,2017-08-08
3238972,da {It.},自；从；由；在…,,义,nan,2017-08-08
3238973,Dagu[中],大鼓,,中,nan,2017-08-08
3238974,Dah-ching[中],大罊,,中,nan,2017-08-08
3238975,Dah-huh[中],大护,,中,nan,2017-08-08
3238976,Dah-lu[中],大吕,,中,nan,2017-08-08
3238977,dal segno {It.},连续记号；从记号处反复,,义,nan,2017-08-08
3238978,Dalagu,答腊鼓,,中,nan,2017-08-08
3238979,Dalang,达兰,,印度,nan,2017-08-08
3238980,damaru,达马鲁鼓,,印度,nan,2017-08-08
3238981,Damenisation {Ger.},唱名法,,德,nan,2017-08-08
3238982,damper,制音器；弱音器,,英,nan,2017-08-08
3238983,damper pedal,制音踏瓣,,英,nan,2017-08-08
3238984,Dämpfer {Ger.},制音器；弱音器,,德,nan,2017-08-08
3238985,dàn bau,独弦琴｛越南｝,,越,nan,2017-08-08
3238986,dance form,舞曲形式,,英,nan,2017-08-08
3238987,dance music,舞乐,,英,nan,2017-08-08
3238988,dance notation,舞谱,,英,nan,2017-08-08
3238989,dance suite,舞蹈组曲,,英,nan,2017-08-08
3238990,dance {Fr.},舞蹈；舞蹈,,法,nan,2017-08-08
3238991,dance-poem,舞诗,,英,nan,2017-08-08
3238992,Dante symphonie {Ger.},但丁交响曲,,德,nan,2017-08-08
3238993,danza española {Sp.},西班牙舞曲,,西,nan,2017-08-08
3238994,Danza tedesca {It.},德国舞曲,,义,nan,2017-08-08
3238995,danza {It.},舞蹈；舞曲,,义,nan,2017-08-08
3238996,danzón {Sp.},丹颂舞曲,,西,nan,2017-08-08
3238997,darabukka,达拉布卡鼓,,阿,nan,2017-08-08
3238998,dark tone,暗音,,英,nan,2017-08-08
3238999,Darmsaite {Ger.},肠弦（弦）,,德,nan,2017-08-08
3239000,Darstellung {Ger.},表现；表演,,德,nan,2017-08-08
3239001,Daseian notation,达吉亚记谱法,,英,nan,2017-08-08
3239002,DASH,多轨数位录音机,,英,nan,2017-08-08
3239003,Dasia Notation {Ger.},达吉亚记谱法,,德,nan,2017-08-08
3239004,Dastgah,达斯特加哈（调式）,,伊,nan,2017-08-08
3239005,dazu {Ger.},再加上…,,德,nan,2017-08-08
3239006,dead interval,死音程,,英,nan,2017-08-08
3239007,deafness,聋,,英,nan,2017-08-08
3239008,début {Fr.},初次登台,,法,nan,2017-08-08
3239009,debutto{It.},初次登台,,义,nan,2017-08-08
3239010,decani {Lat.},南首唱诗班,,拉,nan,2017-08-08
3239011,deceptive cadence,假终止,,英,nan,2017-08-08
3239012,deceptive resolution,假解决,,英,nan,2017-08-08
3239013,Déchant sur le livre {Fr.},歌本复音法,,法,nan,2017-08-08
3239014,déchant {Fr.},复音音乐的一种；高音声部；高音乐器,,法,nan,2017-08-08
3239015,déchiffrage {Fr.},视奏；视唱,,法,nan,2017-08-08
3239016,decibel,分贝,,英,nan,2017-08-08
3239017,decibél {Fr.},分贝,,法,nan,2017-08-08
3239018,decibel {It.},分贝,,英˙义,nan,2017-08-08
3239019,decima {It.},十度,,义,nan,2017-08-08
3239020,decimette,十重奏；十重唱,,英,nan,2017-08-08
3239021,decimole,十连音，十连音符,,英,nan,2017-08-08
3239022,Deciso {It.},决然的；坚定的；果决的,,义,nan,2017-08-08
3239023,Decke {Ger.},面板,,德,nan,2017-08-08
3239024,Deckung {Ger.},蒙布奏的；覆盖,,德,nan,2017-08-08
3239025,declamation {Fr.},朗诵法；朗读法,,英˙法,nan,2017-08-08
3239026,decrescendo {It.},渐弱,,义,nan,2017-08-08
3239027,decresciuto {It.},渐弱,,义,nan,2017-08-08
3239028,decuplet,十连音，十连音符,,英,nan,2017-08-08
3239029,degree,音级,,英,nan,2017-08-08
3239030,degree of scale,音级,,英,nan,2017-08-08
3239031,degree of stave,谱级,,英,nan,2017-08-08
3239032,degrés naturels {Fr.},自然音,,法,nan,2017-08-08
3239033,Deklamation {Ger.},朗诵法,,德,nan,2017-08-08
3239034,délicat {Fr.},精致的；微妙的,,法,nan,2017-08-08
3239035,delicato {It.},精致的；微妙的,,义,nan,2017-08-08
3239036,delirante {It.},狂乱的；昏乱的,,义,nan,2017-08-08
3239037,delizioso{it.},甜美的；纤柔的,,义,nan,2017-08-08
3239038,démancher {Fr.},移高把位｛弦乐器｝,,法,nan,2017-08-08
3239039,demi cadence {Fr.},半终止,,法,nan,2017-08-08
3239040,demi instrument {Fr.},半管乐器,,法,nan,2017-08-08
3239041,demi jeu {Fr.},半开,,法,nan,2017-08-08
3239042,demi plié {Fr.},半蹲,,法,nan,2017-08-08
3239043,demi pointe {Fr.},半蹑,,法,nan,2017-08-08
3239044,demi soupir {Fr.},八分休止符,,法,nan,2017-08-08
3239045,demi ton {Fr.},半音,,法,nan,2017-08-08
3239046,demi-pause {Fr.},二分休止符,,法,nan,2017-08-08
3239047,demi-voix {Fr.},半音量,,法,nan,2017-08-08
3239048,deminquaver rest,十六分休止符,,英,nan,2017-08-08
3239049,demiquaver,十六分音符,,英,nan,2017-08-08
3239050,demisemiquaver,三十二分音符,,英,nan,2017-08-08
3239051,demisemiquaver rest,三十二分休止符,,英,nan,2017-08-08
3239052,demütig {Ger.},谦逊的；温和的；屈服的,,德,nan,2017-08-08
3239053,Denkmäler der Tonkunst {Ger.},音乐巨集,,德,nan,2017-08-08
3239054,Denkmäler {Ger.},巨集｛音乐｝,,德,nan,2017-08-08
3239055,dependent chord,非独立和弦（弦）,,英,nan,2017-08-08
3239056,déploration {Fr.},悼诗（中世纪）,,法,nan,2017-08-08
3239057,derecha {Sp.},右手,,西,nan,2017-08-08
3239058,derivative chord,衍生和弦（弦）,,英,nan,2017-08-08
3239059,derivative tone,支音,,英,nan,2017-08-08
3239060,derived notes,变化音,,英,nan,2017-08-08
3239061,Des {Ger.},降D,,德,nan,2017-08-08
3239062,descant viol,最高音维奥尔琴,,英,nan,2017-08-08
3239063,descending,下行,,英,nan,2017-08-08
3239064,descriptive music,描绘音乐,,英,nan,2017-08-08
3239065,Deses {Ger.},重降Ｄ,,德,nan,2017-08-08
3239066,destro {It.},右边,,义,nan,2017-08-08
3239067,détaché {Fr.},断音；分弓奏法,,法,nan,2017-08-08
3239068,detached console,分离演奏台（管风琴）,,英,nan,2017-08-08
3239069,determinato {It.},决然的；坚定的,,义,nan,2017-08-08
3239070,Detonieren {Ger.},走音,,德,nan,2017-08-08
3239071,dettato musicale {It.},音乐听写；音乐练耳,,义,nan,2017-08-08
3239072,deuterus {Gr.},第二,,希,nan,2017-08-08
3239073,Deutlich {Ger.},明确的；清晰的,,德,nan,2017-08-08
3239074,Deutsche messe{Ger.},德国弥撒,,德,nan,2017-08-08
3239075,Deutsche Sexte {Ger.},德国增六度,,德,nan,2017-08-08
3239076,deutsche Tänze {Ger.},德国舞曲,,德,nan,2017-08-08
3239077,Deutsche {Ger.},德国舞曲,,德,nan,2017-08-08
3239078,Deutscher Tanz {Ger.},德国舞曲,,德,nan,2017-08-08
3239079,Deutsches requiem{Ger.},德国安魂曲,,德,nan,2017-08-08
3239080,deux parties {Fr.},二声部,,法,nan,2017-08-08
3239081,deux temps {Fr.},二拍子,,法,nan,2017-08-08
3239082,deux voix {Fr.},二声部,,法,nan,2017-08-08
3239083,deuxième octave {Fr.},小字八度音,,法,nan,2017-08-08
3239084,deuxième renversement {Fr.},第二转位,,法,nan,2017-08-08
3239085,deuxième thème {Fr.},第二主题,,法,nan,2017-08-08
3239086,development,发展部,,英,nan,2017-08-08
3239087,dévoloppement {Fr.},发展部,,法,nan,2017-08-08
