ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3544927,statement of comprehensive income,综合损益表,,nan,2018-06-26
3544928,statement of financial position,财务状况表,,nan,2018-06-26
3544929,statement of income,损益表,,nan,2018-06-26
3544930,statement of profit or loss and other comprehensive income,损益及其他综合损益表,,nan,2018-06-26
3544931,statements on internal auditing standards {=SIASs},内部稽核准则公报,,nan,2018-06-26
3544932,statements on standards for accounting and review services {=SSARs},会计及核阅服务准则公报,,nan,2018-06-26
3544933,statements on standards for attestation engagements {=SSAE},签证服务准则公报,,nan,2018-06-26
3544934,static budget,静态预算,,静态预算,2018-06-26
3544935,static-budget variance,静态预算差异,,nan,2018-06-26
3544936,statistical inferences,统计推论,,nan,2018-06-26
3544937,statistical sampling,统计抽样,,nan,2018-06-26
3544938,step cost function,阶梯状成本函数,,nan,2018-06-26
3544939,step-by-step method,step-by-step method 逐步法,,nan,2018-06-26
3544940,step-down method,梯形法,,nan,2018-06-26
3544941,stepped interest,阶梯式利息,,nan,2018-06-26
3544942,stewardship of management,管理阶层之托管责任,,nan,2018-06-26
3544943,stock,股票,,股票,2018-06-26
3544944,stock appreciation rights,股份增值权,,nan,2018-06-26
3544945,stock dividend,股票股利,,股票股利,2018-06-26
3544946,stock option,股票选择权,,股票期权,2018-06-26
3544947,stock repurchase,股票买回,,股票回购,2018-06-26
3544948,stock split,股票分割,,股票拆细,2018-06-26
3544949,stock transfer agent,股务代理人,,nan,2018-06-26
3544950,stockholder,股东,,nan,2018-06-26
3544951,stockholders' equity,股东权益,,nan,2018-06-26
3544952,stockout costs,缺货成本,,nan,2018-06-26
3544953,straight debt,普通债券,,nan,2018-06-26
3544954,straight-line depreciation method,直线法折旧,,直线法,2018-06-26
3544955,straight-line method,直线法,,nan,2018-06-26
3544956,strategic cost management,策略成本管理,,战略成本管理,2018-06-26
3544957,strategy,策略,,nan,2018-06-26
3544958,stratified sampling,分层抽样,,nan,2018-06-26
3544959,stress test,压力测试,,nan,2018-06-26
3544960,stripping activity asset,剥除活动资产,,nan,2018-06-26
3544961,stripping costs in the production phase of a surface mine,露天矿场于生产阶段之剥除成本,,nan,2018-06-26
3544962,strong-form efficiency,强式效率性,,强有效,2018-06-26
3544963,structured entity,结构型个体,,nan,2018-06-26
3544964,suboptimal decision making,次佳决策,,nan,2018-06-26
3544965,subordinated debenture,次顺位债券,,次级债券,2018-06-26
3544966,subscription price,认购价格,,认购价格,2018-06-26
3544967,subsequent event,期后事项,,期后事项,2018-06-26
3544968,subsequent events,期后事项,,nan,2018-06-26
3544969,subsequent gain,后续利益,,nan,2018-06-26
3544970,subsidiary,子公司,,nan,2018-06-26
3544971,subsidiary ledger,明细分类帐,,明细分类账,2018-06-26
3544972,subsidies,补贴,,nan,2018-06-26
3544973,substance over form,实质重于形式,,nan,2018-06-26
3544974,substantive analytical procedure,证实分析性程式；证实分析性程序,,nan,2018-06-26
3544975,substantive procedure,证实程式；证实程序,,实质性程序,2018-06-26
3544976,substantive tests,证实测试,,nan,2018-06-26
3544977,substantive tests of transactions,交易证实测试,,nan,2018-06-26
3544978,substantively enacted,实质性立法,,nan,2018-06-26
3544979,sufficiency of evidence,证据足够性,,nan,2018-06-26
3544980,sum-of-the-years-digits depreciation method,年数合计法折旧,,年数总和法,2018-06-26
3544981,sunk cost,沉没成本,,沉没成本,2018-06-26
3544982,superannuation scheme,养老退休金方案,,nan,2018-06-26
3544983,super-variable costing,超变动成本法,,nan,2018-06-26
3544984,supervisory non-management directors,具监察职能之非管理阶层董事,,nan,2018-06-26
3544985,supply chain,供应链,,nan,2018-06-26
3544986,support department,服务部门,,nan,2018-06-26
3544987,surety bonds,保证保险,,nan,2018-06-26
3544988,surplus in the plan,计划之剩余,,nan,2018-06-26
3544989,surplus reserves,盈余公积,,盈余公积,2018-06-26
3544990,surrender option,解约选择权,,nan,2018-06-26
3544991,surrender risk,解约风险,,nan,2018-06-26
3544992,surrender values,解约价值,,nan,2018-06-26
3544993,sustainable growth rate,可持续成长率,,可持续增长率,2018-06-26
3544994,swap contract,交换合约,,nan,2018-06-26
3544995,swaption,交换选择权,,nan,2018-06-26
3544996,symmetrical approach,对称方法,,nan,2018-06-26
3544997,syndication,联贷,,nan,2018-06-26
3544998,synthetic instrument,合成工具,,nan,2018-06-26
3544999,systematic sample selection,系统性抽样；系统性选样,,nan,2018-06-26
3545000,systematic sampling,系统性抽样；系统性选样,,nan,2018-06-26
3545001,tainting rule,惩罚条款,,nan,2018-06-26
3545002,take-or-pay contract,无条件支付合约,,nan,2018-06-26
3545003,takeover,接管,,接管,2018-06-26
3545004,tangible asset,有形资产,,nan,2018-06-26
3545005,target capital structure,目标资本结构,,nan,2018-06-26
3545006,target cash balance,目标现金余额,,最佳现金持有量,2018-06-26
3545007,target cost per unit,单位目标成本,,nan,2018-06-26
3545008,target firm,目标公司,,目标公司,2018-06-26
3545009,target operating income per unit,单位目标营业利益,,nan,2018-06-26
3545010,target price,目标价格,,nan,2018-06-26
3545011,target rate of return on investment,目标投资报酬率,,nan,2018-06-26
3545012,targeted exemptions,针对性豁免,,nan,2018-06-26
3545013,tax base,课税基础；税基,,nan,2018-06-26
3545014,tax benefit,所得税利益,,nan,2018-06-26
3545015,tax effects,所得税影响数,,nan,2018-06-26
3545016,tax expense,所得税费用,,nan,2018-06-26
3545017,tax income,所得税利益,,nan,2018-06-26
3545018,tax jurisdiction,课税管辖权,,nan,2018-06-26
3545019,tax liability,所得税负债,,nan,2018-06-26
3545020,tax loss,课税损失,,nan,2018-06-26
3545021,tax rate,税率,,nan,2018-06-26
3545022,taxable profit,课税所得,,nan,2018-06-26
3545023,taxable temporary difference,应课税暂时性差异,,nan,2018-06-26
3545024,taxable temporary differences,应课税暂时性差异,,应纳税暂时性差异,2018-06-26
3545025,taxes payable,应付税款,,应交税费,2018-06-26
3545026,technical feasibility and commercial viability of extracting a mineral resource,矿产资源开采之技术可行性及商业价值,,nan,2018-06-26
3545027,temporary difference,暂时性差异,,nan,2018-06-26
3545028,tender offer,出价收购,,要约收购,2018-06-26
3545029,termination benefits,离职福利,,nan,2018-06-26
3545030,test data approach,测试资料法,,nan,2018-06-26
3545031,test of control,控制测试,,控制测试,2018-06-26
3545032,test of detail,详细测试,,细节测试,2018-06-26
3545033,test of details of balances,余额细项测试,,nan,2018-06-26
3545034,the effects of changes in foreign exchange rates,汇率变动之影响,,nan,2018-06-26
3545035,the fair value option,公允价值之选择,,nan,2018-06-26
3545036,The Institute of Internal Auditors {=IIA},内部稽核协会,,国际内部审计师协会,2018-06-26
3545037,theoretical capacity,理论产能,,nan,2018-06-26
3545038,theoretical ex-rights value per share,理论上每股除权后之公允价值,,nan,2018-06-26
3545039,theory of constraints {=TOC},限制理论,,nan,2018-06-26
3545040,third party beneficiary,受益第三人,,nan,2018-06-26
3545041,three-category approach,三项种类法,,nan,2018-06-26
3545042,throughput costing,超级变动成本法,,nan,2018-06-26
3545043,throughput margin,边际产出,,nan,2018-06-26
3545044,time driver,时间动因,,nan,2018-06-26
3545045,time record,工时纪录,,nan,2018-06-26
3545046,time value of money,货币[之]时间价值,,货币时间价值,2018-06-26
3545047,timeliness,时效性,,nan,2018-06-26
3545048,times interest earned ratio,利息保障倍数,,利息保障倍数,2018-06-26
3545049,time-weighting factor,时间加权因子,,nan,2018-06-26
3545050,Tobin’s q,Tobin's Q比率,,托宾Q,2018-06-26
3545051,tolerable deviation rate,可容忍偏差率,,nan,2018-06-26
3545052,tolerable exception rate,可容忍偏差率,,nan,2018-06-26
3545053,tolerable misstatement,可容忍误述,,nan,2018-06-26
3545054,total assets turnover,总资产周转率,,总资产周转率,2018-06-26
3545055,total comprehensive income,综合损益总额,,nan,2018-06-26
3545056,total cost management,全面成本管理,,全面成本管理,2018-06-26
3545057,total factor productivity {=TFP},全部因素生产力,,nan,2018-06-26
3545058,total leverage,总杠杆,,联合杠杆,2018-06-26
3545059,total return swap,总报酬交换,,nan,2018-06-26
3545060,total-overhead variance,制造费用差异总额,,nan,2018-06-26
3545061,traceable fixed cost,可追溯固定成本,,可追溯固定成本,2018-06-26
3545062,tracing,顺查,,nan,2018-06-26
3545063,trade acceptance,商业承兑汇票,,商业承兑汇票,2018-06-26
3545064,trade credit,交易信用；贸易信用,,商业信用,2018-06-26
3545065,trade date,交易日,,nan,2018-06-26
3545066,trade date accounting,交易日会计,,nan,2018-06-26
3545067,trade receivable,应收帐款,,nan,2018-06-26
3545068,trademark,商标,,nan,2018-06-26
3545069,trade-off theory,抵换理论,,权衡理论,2018-06-26
3545070,trading gains and losses,交易利益及损失,,nan,2018-06-26
3545071,transaction,交易,,nan,2018-06-26
3545072,transaction costs,交易成本,,nan,2018-06-26
3545073,transaction cycle auditing approach,交易循环查核法,,nan,2018-06-26
3545074,transaction price,交易价格,,nan,2018-06-26
3545075,transaction-related audit objectives,交易相关之查核目标,,nan,2018-06-26
3545076,transfer,移转,,nan,2018-06-26
3545077,transfer of control,控制之移转,,nan,2018-06-26
3545078,transfer of risks and rewards,风险及报酬之移转,,nan,2018-06-26
3545079,transfer price,转拨价格,,nan,2018-06-26
3545080,transfer pricing,移转订价,,转移定价,2018-06-26
3545081,transfer voucher,转帐传票,,转账凭证,2018-06-26
3545082,transferee,受让人,,nan,2018-06-26
3545083,transferor,移转人,,nan,2018-06-26
3545084,transferred-in costs,转入成本,,nan,2018-06-26
3545085,transitional liability {defined benefit plans},过渡性负债{确定福利计划},,nan,2018-06-26
3545086,translation difference,换算差异数,,nan,2018-06-26
3545087,translation method,换算方法,,nan,2018-06-26
3545088,translation of foreign currency,外币换算,,nan,2018-06-26
3545089,translation of the financial statements,财务报表换算,,nan,2018-06-26
3545090,translation to the presentation currency,换算为表达货币,,nan,2018-06-26
3545091,transport costs,运输成本,,nan,2018-06-26
3545092,treasury shares,库藏股,,nan,2018-06-26
3545093,treasury stock,库藏股,,库存股,2018-06-26
3545094,trial balance,试算；试算表,,试算平衡,2018-06-26
3545095,trigger point,记录点,,nan,2018-06-26
3545096,triggering event,启动事件,,nan,2018-06-26
3545097,trust activities,信托业务,,nan,2018-06-26
3545098,trustee,受托人,,nan,2018-06-26
3545099,two-class ordinary shares,两类普通股,,nan,2018-06-26
3545100,ultimate controlling party,最终控制者,,nan,2018-06-26
3545101,unallocated surplus,未分配利益；未分配盈余,,nan,2018-06-26
3545102,unamortized expense,未摊销费用,,待摊费用,2018-06-26
3545103,uncertain event,不确定事件,,nan,2018-06-26
3545104,uncertainty,不确定性,,nan,2018-06-26
3545105,uncollectability,无法收现,,nan,2018-06-26
3545106,unconditional prohibitions,无条件禁止,,nan,2018-06-26
3545107,unconditional right to refuse redemption,无条件拒绝赎回权,,nan,2018-06-26
3545108,underallocated indirect costs,少分摊间接成本,,nan,2018-06-26
3545109,underapplied indirect costs,少分摊间接成本,,nan,2018-06-26
3545110,underground mining activities,地下采矿活动,,nan,2018-06-26
3545111,underlying asset,标的资产,,nan,2018-06-26
3545112,underlying variable,标的变数,,nan,2018-06-26
3545113,understandability,可了解性,,nan,2018-06-26
3545114,underwriting year,承保年度,,nan,2018-06-26
3545115,undistributed earnings,未分配盈余,,nan,2018-06-26
3545116,undrawn loan commitment,尚未动用之放款承诺,,nan,2018-06-26
3545117,undue cost or effort,过度之成本或投入；不适当之成本或投入,,nan,2018-06-26
3545118,unearned finance income,未赚得融资收益,,nan,2018-06-26
3545119,unearned premiums,未满期保费；未赚得保费,,nan,2018-06-26
3545120,unfavorable variance,不利差异,,nan,2018-06-26
3545121,unguaranteed residual value,未保证残值,,nan,2018-06-26
3545122,uniform accounting policies,统一之会计政策,,nan,2018-06-26
3545123,unit cost,单位成本,,nan,2018-06-26
3545124,unit of account,会计帐户；科目单位,,nan,2018-06-26
3545125,unit of production,产量单位,,nan,2018-06-26
3545126,unit trust,单位信托基金；单位信托,,nan,2018-06-26
3545127,unit value,单位价值,,nan,2018-06-26
3545128,uniting of interests,权益结合,,nan,2018-06-26
3545129,unit-linking feature,基金连结特性,,nan,2018-06-26
3545130,units of production depreciation method,生产数量法折旧,,nan,2018-06-26
3545131,units of production method,生产数量法,,nan,2018-06-26
3545132,unobservable inputs,不可观察输入值,,nan,2018-06-26
3545133,unqualified audit report with explanatory paragraph or modified wording,修正式无保留意见,,nan,2018-06-26
3545134,unqualified opinion,无保留意见,,无保留意见,2018-06-26
3545135,unquoted equity instruments,无公开报价权益工具,,nan,2018-06-26
3545136,unrated credit exposures,未评等之信用暴险,,nan,2018-06-26
3545137,unrecognised financial instruments,未认列之金融工具,,nan,2018-06-26
3545138,unsecured commercial loans,无担保商业放款；无担保商业借款,,nan,2018-06-26
3545139,unused capacity,未使用产能,,nan,2018-06-26
3545140,upstream transactions,逆流交易,,nan,2018-06-26
3545141,usage variance,用量差异,,nan,2018-06-26
3545142,useful life,耐用年限,,nan,2018-06-26
3545143,valid expectation,有效预期,,nan,2018-06-26
3545144,valuation,评价,,nan,2018-06-26
3545145,valuation method,评价方法,,nan,2018-06-26
3545146,valuation model,评价模型,,nan,2018-06-26
3545147,valuation technique,评价技术,,nan,2018-06-26
3545148,value  engineering,价值工程,,nan,2018-06-26
3545149,value chain,价值链,,nan,2018-06-26
3545150,value in use,使用价值,,nan,2018-06-26
3545151,value relevance,价值攸关性,,价值相关性,2018-06-26
3545152,value streams,价值流,,nan,2018-06-26
3545153,value-added cost,附加价值成本,,nan,2018-06-26
3545154,value-at-risk,风险值,,nan,2018-06-26
3545155,variable cost,变动成本,,变动成本,2018-06-26
3545156,variable costing,变动成本法,,变动成本法,2018-06-26
3545157,variable expense ratio,变动成本率,,变动成本率,2018-06-26
3545158,variable interest entity {=VIE},变动权益个体,,nan,2018-06-26
3545159,variable overhead efficiency variance,变动制造费用效率差异,,nan,2018-06-26
3545160,variable overhead flexible-budget variance,变动制造费用弹性预算差异,,nan,2018-06-26
3545161,variable overhead spending variance,变动制造费用用款差异,,nan,2018-06-26
3545162,variable production overheads,变动制造费用,,nan,2018-06-26
3545163,variables sampling,变量抽样,,nan,2018-06-26
3545164,variance,差异,,nan,2018-06-26
3545165,vendor's invoice,供应商发票,,nan,2018-06-26
3545166,venture capital {=VC},创业投资；创业资本,,风险资本,2018-06-26
3545167,venturer,合资者,,nan,2018-06-26
3545168,verifiability,可验证性,,nan,2018-06-26
3545169,vertical acquisition,垂直购并；垂直并购,,纵向并购,2018-06-26
3545170,vested benefits,既得福利,,nan,2018-06-26
3545171,vested employee benefits,既得员工福利,,nan,2018-06-26
3545172,vesting conditions,既得条件,,nan,2018-06-26
3545173,vesting period,既得期间,,nan,2018-06-26
3545174,voting rights,表决权,,nan,2018-06-26
3545175,voucher,凭单；传票,,nan,2018-06-26
3545176,vouching,逆查,,nan,2018-06-26
3545177,walk-throughs,简易测试,,nan,2018-06-26
3545178,warrant,认股证；认股权证,,认股权证,2018-06-26
3545179,warranty,担保； 保证；保固,,nan,2018-06-26
3545180,warranty obligation,担保义务；保证义务； 保固义务,,nan,2018-06-26
3545181,wash sale,虚售,,nan,2018-06-26
3545182,waterfall structure,瀑布结构,,nan,2018-06-26
3545183,weak-form efficiency,弱式效率性,,弱有效,2018-06-26
3545184,weather derivatives,气候衍生工具,,nan,2018-06-26
3545185,weighted Average,加权平均,,nan,2018-06-26
3545186,weighted average cost formula,加权平均成本公式,,nan,2018-06-26
3545187,weighted average cost of capital {=WACC},加权平均资金成本,,加权平均资本成本,2018-06-26
3545188,weighted average number of ordinaryshares outstanding during the period,当期流通在外普通股加权平均股数,,nan,2018-06-26
3545189,weighted-average process-costing method,加权平均法分步成本制,,nan,2018-06-26
3545190,whale curve,鲸背曲线,,nan,2018-06-26
3545191,whole of life infrastructure,全部寿命期间之基础建设,,nan,2018-06-26
3545192,wholly-owned subsidiary,完全拥有之子公司,,nan,2018-06-26
3545193,willing parties,有成交意愿者,,nan,2018-06-26
3545194,work in process,在制品,,在产品,2018-06-26
3545195,work in progress,在制品,,nan,2018-06-26
3545196,working capital,营运资金；运用资本,,营运资本,2018-06-26
3545197,working hours depreciation method,工作时数法折旧,,工作量法,2018-06-26
3545198,work-in-process,在制品,,nan,2018-06-26
3545199,work-in-process inventory,在制品存货,,nan,2018-06-26
3545200,work-measurement method,工作衡量法,,nan,2018-06-26
3545201,write off,冲销,,nan,2018-06-26
3545202,write-down,冲减,,nan,2018-06-26
3545203,yellow book,政府审计公报{俗称},,nan,2018-06-26
3545204,yield to maturity,到期收益率,,到期收益率,2018-06-26
3545205,zero coupon bond,零息债券,,零息债券,2018-06-26
3545206,zero-based budget,零基预算,,零基预算,2018-06-26
3545207,zero-cost interest rate collar,零成本之利率上下限,,nan,2018-06-26
3545208,zero-coupon government issues,零息政府债券,,nan,2018-06-26
3545209,zero-coupon real interest rates,零息债券实质利率,,nan,2018-06-26
3545210,Z-score formula,Z分数公式,,Z分值模型,2018-06-26
