ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2907612,equivalent duty,约当关税,,等量关税,国际企业组,2017-03-23
2907613,escalator clause,伸缩条款,,nan,国际企业组,2017-03-23
2907614,escape clause,免责条款,,免责条款,国际企业组,2017-03-23
2907615,escrow  [letter of]  credit,条件交付信用状,,委托信用证,国际企业组,2017-03-23
2907616,escrow agreement,附条件交付契约,,附条件交付契约,国际企业组,2017-03-23
2907617,escrow barter trade,托付易货贸易,,记账易货贸易,国际企业组,2017-03-23
2907618,established international practice,国际惯例,,公认的国际惯例,国际企业组,2017-03-23
2907619,Euro,欧元,,nan,国际企业组,2017-03-23
2907620,Euro interest rate,欧元利率,,欧元利率,国际企业组,2017-03-23
2907621,Euro market,欧元市场,,欧元市场,国际企业组,2017-03-23
2907622,Euro peg,钉住欧元的汇率,,和欧元挂钩的固定汇率,国际企业组,2017-03-23
2907623,Eurobank,欧洲银行,,欧洲银行,国际企业组,2017-03-23
2907624,Eurobond,欧元债券,,欧洲债券,国际企业组,2017-03-23
2907625,Eurobond market,欧元债券市场,,欧洲债券市场,国际企业组,2017-03-23
2907626,Eurochecks,欧元支票,,欧洲支票,国际企业组,2017-03-23
2907627,Eurocommercial paper,欧洲商业本票,,欧洲商业票据,国际企业组,2017-03-23
2907628,Eurocurrency,欧洲货币；欧洲通货,,欧洲货币,国际企业组,2017-03-23
2907629,Eurocurrency credit,欧洲货币信贷,,欧洲货币信贷,国际企业组,2017-03-23
2907630,Eurocurrency market,欧洲货币市场,,欧洲货币市场,国际企业组,2017-03-23
2907631,Euro-denominated cheque,欧元面额支票,,欧元面额支票,国际企业组,2017-03-23
2907632,Eurodollar,欧洲美元,,欧洲美元,国际企业组,2017-03-23
2907633,Eurodollar bond,欧元债券,,欧洲美元债券,国际企业组,2017-03-23
2907635,Eurodollar loan,欧洲美元贷款,,欧洲美元贷款,国际企业组,2017-03-23
2907636,Eurodollar market,欧洲美元市场,,欧洲美元市场,国际企业组,2017-03-23
2907637,Eurodollar rate,欧洲美元利率,,欧洲美元利率,国际企业组,2017-03-23
2907638,Euroloan,欧元贷款,,欧元面额贷款,国际企业组,2017-03-23
2907639,European Bank for Reconstruction and Development,欧洲复兴发展银行,,欧洲复兴和发展银行,国际企业组,2017-03-23
2907640,European Central Bank,欧洲中央银行,,欧洲中央银行,国际企业组,2017-03-23
2907641,European clearing systems,欧洲清算制度,,欧洲结算,国际企业组,2017-03-23
2907642,European Common Market,欧洲共同市场,,欧洲共同市场,国际企业组,2017-03-23
2907643,European currency band,欧洲货币浮动区间,,欧洲货币浮动幅度,国际企业组,2017-03-23
2907644,European Currency Unit {=ECU},欧洲通货单位,,欧洲货币单位,国际企业组,2017-03-23
2907645,European Development Fund,欧洲发展基金,,欧洲发展基金,国际企业组,2017-03-23
2907646,European Economic and Monetary Union,欧洲经济与货币联盟,,欧洲经济与货币联盟,国际企业组,2017-03-23
2907647,European Economic Area {=EEA},欧洲经济区,,欧洲经济区,国际企业组,2017-03-23
2907648,European Economic Area {=EEA},欧洲经济区,,欧洲经济区,国际企业组,2017-03-23
2907649,European Economic Community {=EEC},欧洲经济共同体,,欧洲经济共同体,国际企业组,2017-03-23
2907650,European Economic Community {=EEC},欧洲经济共同体,,欧洲经济共同体,国际企业组,2017-03-23
2907651,European Financial Futures Exchange,欧洲金融期货交易所,,欧洲金融期货交易所,国际企业组,2017-03-23
2907652,European Free Trade Association,欧洲自由贸易联盟,,欧洲自由贸易联盟,国际企业组,2017-03-23
2907653,European Investment Bank {=EIB},欧洲投资银行,,欧洲投资银行,国际企业组,2017-03-23
2907654,European Investment Bank {=EIB},欧洲投资银行,,欧洲投资银行,国际企业组,2017-03-23
2907655,European Monetary System,欧洲货币体系,,欧洲货币体系,国际企业组,2017-03-23
2907656,European Monetary Union,欧洲货币联盟,,欧洲货币联盟,国际企业组,2017-03-23
2907658,European Options Exchange,欧洲选择权交易所,,欧洲期权交易所,国际企业组,2017-03-23
2907659,European Payment Union,欧洲支付同盟,,欧洲支付联盟,国际企业组,2017-03-23
2907660,European Union {=EU},欧盟,,nan,国际企业组,2017-03-23
2907661,evergreen loan,常年信用贷款,,常用贷款,国际企业组,2017-03-23
2907662,ex aerodrome,机场交货价,,机场交货价,国际企业组,2017-03-23
2907663,ex buyer’s bonded warehouse,买方保税仓库交货价,,完税后买方关栈交货价格,国际企业组,2017-03-23
2907664,ex buyer’s godown,买方仓库交货价,,买方仓库交货价,国际企业组,2017-03-23
2907665,ex customs compound,海关交货价,,到达港海关区交货条件,国际企业组,2017-03-23
2907666,ex dock,目的港码头交货价,,目的港码头交货价,国际企业组,2017-03-23
2907667,ex lighter terms,驳船交货条件,,驳船交货条件,国际企业组,2017-03-23
2907668,ex pier,码头交货价,,码头交货价,国际企业组,2017-03-23
2907669,ex plane,机上交货价,,机上交货价,国际企业组,2017-03-23
2907670,ex point of origin,现场交货价；当地交货价,,现场交货价,国际企业组,2017-03-23
2907671,ex quay,[目的港]码头交货价,,[目的港]码头交货价,国际企业组,2017-03-23
2907672,ex rail,铁路旁交货价,,铁路旁交货价,国际企业组,2017-03-23
2907673,ex seller’s godown,卖方仓库交货价,,卖方仓库交货价,国际企业组,2017-03-23
2907674,ex ship,[目的港]船上交货,,[目的港]船上交货,国际企业组,2017-03-23
2907675,ex warehouse,仓库交货,,仓库交货条件,国际企业组,2017-03-23
2907676,ex wharf,[目的港]码头交货价,,[目的港]码头交货价,国际企业组,2017-03-23
2907677,ex works,工厂交货价格,,工厂交货价格,国际企业组,2017-03-23
2907678,exception clause,例外条款；免责条款,,例外条款,国际企业组,2017-03-23
2907679,excessive reserve,超额准备金,,超额储备金,国际企业组,2017-03-23
2907680,exchange arbitrage,套汇,,套汇,国际企业组,2017-03-23
2907681,exchange at premium,外汇升水,,外汇升水,国际企业组,2017-03-23
2907682,exchange auction,外汇拍卖,,外汇拍卖,国际企业组,2017-03-23
2907683,exchange bank,外汇银行,,汇兑银行,国际企业组,2017-03-23
2907684,exchange buying rate,买入汇率,,买入汇率,国际企业组,2017-03-23
2907685,exchange clause,外汇条款,,外汇条款,国际企业组,2017-03-23
2907686,exchange clearing agreement,外汇清算协定,,外汇清算协定,国际企业组,2017-03-23
2907687,exchange clearing system,外汇清算制度,,外汇清算制,国际企业组,2017-03-23
2907688,exchange contract,外汇合约,,外汇合同,国际企业组,2017-03-23
2907689,exchange control,外汇管制,,外汇管制,国际企业组,2017-03-23
2907690,exchange control regulation,外汇管制规定,,外汇管制规定,国际企业组,2017-03-23
2907691,exchange crisis,外汇危机,,外汇危机,国际企业组,2017-03-23
2907692,exchange cross rate,外汇表交叉汇率,,外汇套汇汇率,国际企业组,2017-03-23
2907693,exchange discount,外汇贴水,,外汇贴水,国际企业组,2017-03-23
2907694,exchange dumping,贬值倾销,,外汇倾销,国际企业组,2017-03-23
2907695,exchange fund,交换证券基金,,外汇基金,国际企业组,2017-03-23
2907696,exchange market,外汇市场,,外汇市场,国际企业组,2017-03-23
2907697,exchange memo,外汇水单,,外汇兑换水单,国际企业组,2017-03-23
2907698,exchange position,外汇部位,,外汇头寸,国际企业组,2017-03-23
2907699,exchange quota,外汇配额,,外汇配额,国际企业组,2017-03-23
2907700,exchange quota system,外汇配额制度,,外汇配额制度,国际企业组,2017-03-23
2907701,exchange quotation,汇率报价,,汇价,国际企业组,2017-03-23
2907703,exchange rate depreciation,汇率下跌,,汇率下跌,国际企业组,2017-03-23
2907704,exchange rate fluctuation,汇率波动,,外汇汇率波动,国际企业组,2017-03-23
2907705,Exchange Rate Mechanism,汇率机制,,汇率机制,国际企业组,2017-03-23
2907706,exchange rate parity,汇率平价,,外汇平价,国际企业组,2017-03-23
2907707,exchange reserve,外汇准备,,外汇储备,国际企业组,2017-03-23
2907708,exchange restriction,外汇管制,,外汇限制,国际企业组,2017-03-23
2907709,exchange risk,外汇风险,,外汇风险,国际企业组,2017-03-23
2907710,exchange speculation,外汇投机,,外汇投机,国际企业组,2017-03-23
2907711,exchange stabilization account,外汇稳定帐户,,外汇稳定账户,国际企业组,2017-03-23
2907712,exchange stabilization fund,外汇稳定基金,,外汇平准基金,国际企业组,2017-03-23
2907713,exchange transaction,外汇交易,,外汇兑换交易,国际企业组,2017-03-23
2907714,exclusive licence,独家经营许可证,,独家经营许可证,国际企业组,2017-03-23
2907715,exclusive sales,独家经销,,独家经销,国际企业组,2017-03-23
2907716,exempt zone,豁免区,,豁免区,国际企业组,2017-03-23
2907717,exemption of duty,关税豁免,,关税豁免,国际企业组,2017-03-23
2907718,exotic currency,外国通货,,外来货币,国际企业组,2017-03-23
2907719,export account,出口帐户,,出口账户,国际企业组,2017-03-23
2907720,Export Administration Act,出口管理法案,,出口管制法案,国际企业组,2017-03-23
2907721,export agency agreement,出口代理契约,,出口代理协议,国际企业组,2017-03-23
2907722,export agent,出口代理商,,出口代理商,国际企业组,2017-03-23
2907723,export bill,出口汇票,,出口汇票,国际企业组,2017-03-23
2907724,export bill of lading,出口提单,,出口提单,国际企业组,2017-03-23
2907725,export bill receivable,应收出口汇票,,应收出口汇票,国际企业组,2017-03-23
2907726,export by turnkey contract,统包出口,,交钥匙合同方式出口,国际企业组,2017-03-23
2907727,export contract,出口合约,,出口合同,国际企业组,2017-03-23
2907728,export control,出口管制,,出口管制,国际企业组,2017-03-23
2907730,export credit,出口信贷,,出口信贷,国际企业组,2017-03-23
2907732,export credit insurance,输出信用担保,,出口信贷保险,国际企业组,2017-03-23
2907733,export debit account,出口支出帐户,,出口支出账户,国际企业组,2017-03-23
2907734,export declaration,出口报单,,出口申报单,国际企业组,2017-03-23
2907735,export document,出口单据,,出口单据,国际企业组,2017-03-23
2907736,export drawback,出口退税,,出口退税,国际企业组,2017-03-23
2907737,export dumping,输出倾销,,输出倾销,国际企业组,2017-03-23
2907738,export duty,出口税,,出口税,国际企业组,2017-03-23
2907739,export exchange,出口外汇,,出口外汇,国际企业组,2017-03-23
2907740,export financing,出口融资,,出口融资,国际企业组,2017-03-23
2907741,export gold point,黄金输出点,,黄金输出点,国际企业组,2017-03-23
2907742,export inspection,出口检验,,出口检验,国际企业组,2017-03-23
2907743,export insurance,出口保险,,出口保险,国际企业组,2017-03-23
2907744,export letter of credit,出口信用状,,出口信用证,国际企业组,2017-03-23
2907745,export licence,输出许可证,,出口许可证,国际企业组,2017-03-23
2907746,export loan,出口贷款,,出口贷款,国际企业组,2017-03-23
2907747,export on deferred payment basis,延期付款方式出口,,延期付款方式出口,国际企业组,2017-03-23
2907748,export permit,输出许可证,,出口许可证,国际企业组,2017-03-23
2907749,export price,出口价格,,出口价格,国际企业组,2017-03-23
2907750,export processing zone,加工出口区,,出口加工区,国际企业组,2017-03-23
2907751,export quota,出口配额,,出口配额,国际企业组,2017-03-23
2907752,export rebate,出口退税,,出口退税,国际企业组,2017-03-23
2907753,export restriction,出口限制,,出口限制,国际企业组,2017-03-23
2907754,export sales,出口销售额,,出口销售额,国际企业组,2017-03-23
2907755,export subsidy,出口补贴,,出口补贴,国际企业组,2017-03-23
