ID,英文詞彙,中文名詞,備註,審定日期,更新日期
21390838,shunting signal,调车号志,铁路,2025.12.09,2026-06-25
21390839,shunting yard,货车调车场｛铁道｝,铁路,2026.06.22,2026-06-25
21390840,shuttle service,往复运转,铁路,2025.12.09,2026-06-25
21390841,side collision,侧面冲撞,铁路,2025.12.09,2026-06-25
21390842,side platform,侧式月台,铁路,2025.12.09,2026-06-25
21390843,siding,外墙板{建筑}；侧线{铁路},铁路,2025.12.09,2026-06-25
21390844,sight distance,视距,铁路,2025.12.09,2026-06-25
21390845,signal,号志；号志机,铁路,2025.12.09,2026-06-25
21390846,signal breakdown,号志故障,铁路,2025.12.09,2026-06-25
21390847,signal relay,号志继电器,铁路,2025.12.09,2026-06-25
21390848,signal station,号志站,铁路,2025.12.09,2026-06-25
21390849,simple catenary system,单纯悬垂式,铁路,2025.12.09,2026-06-25
21390850,marshalling yard,货车调车场｛铁道｝,铁路,2026.06.22,2026-06-25
21390851,simple station,简易站,铁路,2025.12.09,2026-06-25
21390852,single driver operation,单人运转,铁路,2025.12.09,2026-06-25
21390853,single switch,单动转辙器,铁路,2025.12.09,2026-06-25
21390854,single track,单线,铁路,2025.12.09,2026-06-25
21390855,single track operation,单线运转,铁路,2025.12.09,2026-06-25
21390856,skid,滑走；滑行,铁路,2025.12.09,2026-06-25
21390857,slab track,版式轨道,铁路,2025.12.09,2026-06-25
21390858,slip,空转；滑脱；滑移,铁路,2025.12.09,2026-06-25
21390859,sloping ramp,斜坡道,铁路,2025.12.09,2026-06-25
21390860,slow operation,慢行运转,铁路,2025.12.09,2026-06-25
21390861,space interval system,隔地制,铁路,2025.12.09,2026-06-25
21390862,spacing,列车间隔,铁路,2025.12.09,2026-06-25
21390863,speed limit,速限,铁路,2025.12.09,2026-06-25
21390864,speed signal,速率号志,铁路,2025.12.09,2026-06-25
21390865,speed up,提速；加速,铁路,2025.12.09,2026-06-25
21390866,stacked platform,叠式月台,铁路,2025.12.09,2026-06-25
21390867,staffless station,无人车站；招呼站{传统铁路},铁路,2025.12.09,2026-06-25
21390868,standard gauge railway,标准轨铁路,铁路,2025.12.09,2026-06-25
21390869,standard length rail,定尺钢轨,铁路,2025.12.09,2026-06-25
21390870,starting resistance,出发阻力；起动阻力,铁路,2025.12.09,2026-06-25
21390871,starting signal,出发号志,铁路,2025.12.09,2026-06-25
21390872,starting tractive force,起动牵引力,铁路,2025.12.09,2026-06-25
21390873,static gauge,静态轨距,铁路,2025.12.09,2026-06-25
21390874,static test,静态测试,铁路,2025.12.09,2026-06-25
21390875,station,车站,铁路,2025.12.09,2026-06-25
21390876,station area,车站专用区；站区,铁路,2025.12.09,2026-06-25
21390877,station area development,站区开发,铁路,2025.12.09,2026-06-25
21390878,station building,车站大楼；站屋,铁路,2025.12.09,2026-06-25
21390879,station crew,站务员,铁路,2025.12.09,2026-06-25
21390880,station master,站长,铁路,2025.12.09,2026-06-25
21390881,station spacing,车站间距,铁路,2025.12.09,2026-06-25
21390882,steam locomotive,蒸汽机车,铁路,2025.12.09,2026-06-25
21390883,steepest gradient,最陡坡度,铁路,2025.12.09,2026-06-25
21390884,stick lock,延迟解锁锁定,铁路,2025.12.09,2026-06-25
21390885,stock rail,道岔主轨,铁路,2025.12.09,2026-06-25
21390886,stopping order,停车指令,铁路,2025.12.09,2026-06-25
21390887,storage track,储车轨,铁路,2025.12.09,2026-06-25
21390888,stub track,止冲挡线；止冲挡轨道,铁路,2025.12.09,2026-06-25
21390889,stub type station,端末式车站,铁路,2025.12.09,2026-06-25
21390890,sub-ballast,底层道碴,铁路,2025.12.09,2026-06-25
21390891,subsidiary business,附属事业,铁路,2025.12.09,2026-06-25
21390892,subsidiary signal,从属号志,铁路,2025.12.09,2026-06-25
21390893,substation,变电站,铁路,2025.12.09,2026-06-25
21390894,superelevation,超高{铁路}；超高度{公路},铁路,2025.12.09,2026-06-25
21390895,supported joint,托接式接头,铁路,2025.12.09,2026-06-25
21390896,surveillance camera system,监视系统,铁路,2025.12.09,2026-06-25
21390897,suspended joint,悬接式接头,铁路,2025.12.09,2026-06-25
21390898,suspended line,中断路线,铁路,2025.12.09,2026-06-25
21390899,sustainable development,永续发展,铁路,2025.12.09,2026-06-25
21390900,sustainable transportation,永续运输,铁路,2025.12.09,2026-06-25
21390901,switch angle,岔心角；辙叉角,铁路,2025.12.09,2026-06-25
21390902,switch indicator,转辙器标志,铁路,2025.12.09,2026-06-25
21390903,switch machine,电动转辙器,铁路,2025.12.09,2026-06-25
21390904,switch rail,转辙轨；道岔尖轨,铁路,2025.12.09,2026-06-25
21390905,switch rod,转辙拉杆,铁路,2025.12.09,2026-06-25
21390906,switch sleeper,岔枕,铁路,2025.12.09,2026-06-25
21390907,system assurance,系统保证,铁路,2025.12.09,2026-06-25
21390908,system availability,系统妥善率；系统可用率,铁路,2025.12.09,2026-06-25
21390909,system maintainability,系统维护度,铁路,2025.12.09,2026-06-25
21390910,system safety,系统安全,铁路,2025.12.09,2026-06-25
21390911,tablet instrument block system,电气路牌闭塞制,铁路,2025.12.09,2026-06-25
21390912,tare weight,净车重量；空车重量,铁路,2025.12.09,2026-06-25
21390913,target distance,目标距离,铁路,2025.12.09,2026-06-25
21390914,target speed,目标速率,铁路,2025.12.09,2026-06-25
21390915,technical running time,技术运转时间；最小运转时间,铁路,2025.12.09,2026-06-25
21390916,temporary signal,临时号志,铁路,2025.12.09,2026-06-25
21390917,temporary station,临时站,铁路,2025.12.09,2026-06-25
21390918,temporary stop,临时停车,铁路,2025.12.09,2026-06-25
21390919,terminal station,终端站；终点站,铁路,2025.12.09,2026-06-25
21390920,terrestrial trunked radio (TETRA),数位多频道中继无线电系统,铁路,2025.12.09,2026-06-25
21390921,test track,试车线,铁路,2025.12.09,2026-06-25
21390922,thermite welding,热剂銲接,铁路,2025.12.09,2026-06-25
21390923,third rail,第三轨,铁路,2025.12.09,2026-06-25
21390924,three-aspect signal,三位式号志,铁路,2025.12.09,2026-06-25
21390925,through track,通过线,铁路,2025.12.09,2026-06-25
21390926,through type station,通过式车站,铁路,2025.12.09,2026-06-25
21390927,throwing of switch under cars,车底转辙,铁路,2025.12.09,2026-06-25
21390928,ticket office,售票区,铁路,2025.12.09,2026-06-25
21390929,tie,箍筋{柱采用}；拉杆{压拉杆采用}；轨枕,铁路,2025.12.09,2026-06-25
21390930,tie plate,轨枕垫板｛木枕｝,铁路,2026.06.22,2026-06-25
21390931,tilting train,倾斜式列车,铁路,2025.12.09,2026-06-25
21390932,time interval system,隔时制,铁路,2025.12.09,2026-06-25
21390933,time lock,时间锁定,铁路,2025.12.09,2026-06-25
21390934,timetable,班次时刻表；行车时刻表,铁路,2025.12.09,2026-06-25
21390935,timetable recovery,时刻表回正,铁路,2025.12.09,2026-06-25
21390936,tongue rail,辙尖轨,铁路,2025.12.09,2026-06-25
21390937,tonnage rating,牵引定数,铁路,2026.06.22,2026-06-25
21390938,tour guide center,旅游服务中心,铁路,2025.12.09,2026-06-25
21390939,track,轨道,铁路,2025.12.09,2026-06-25
21390940,track bed,道床,铁路,2025.12.09,2026-06-25
21390941,track circuit,轨道电路,铁路,2025.12.09,2026-06-25
21390942,track irregularity,轨道不整,铁路,2025.12.09,2026-06-25
21390943,track layout,轨道配置,铁路,2025.12.09,2026-06-25
21390944,track lifting,起轨；轨道抬升,铁路,2025.12.09,2026-06-25
21390945,track occupancy diagram,站内轨道使用图,铁路,2025.12.09,2026-06-25
21390946,track skeleton,轨框,铁路,2025.12.09,2026-06-25
21390947,track switching,轨道切换,铁路,2025.12.09,2026-06-25
21390948,trackslab-mat,轨道版垫,铁路,2025.12.09,2026-06-25
21390949,traction supply substation (TSS),牵引动力变电站,铁路,2025.12.09,2026-06-25
21390950,traction system,牵引驱动系统,铁路,2025.12.09,2026-06-25
21390951,tractive effort,牵引力,铁路,2025.12.09,2026-06-25
21390952,tractive force,牵引力,铁路,2025.12.09,2026-06-25
21390953,traffic demand,交通需求,铁路,2025.12.09,2026-06-25
21390954,traffic direction,行车方向,铁路,2025.12.09,2026-06-25
21390955,trailer,拖车；无动力车辆,铁路,2025.12.09,2026-06-25
21390956,trailing point,背向岔尖,铁路,2026.06.22,2026-06-25
21390957,train,列车,铁路,2025.12.09,2026-06-25
21390958,train accident,行车事故,铁路,2025.12.09,2026-06-25
21390959,train approach indicator for level crossing,平交道列车接近指示器,铁路,2025.12.09,2026-06-25
21390960,train attendant,列车乘务员,铁路,2025.12.09,2026-06-25
21390961,train collision,列车碰撞,铁路,2025.12.09,2026-06-25
21390962,train consist,列车编组,铁路,2025.12.09,2026-06-25
21390963,train crew,列车组员,铁路,2025.12.09,2026-06-25
21390964,train delay,列车延滞,铁路,2025.12.09,2026-06-25
21390965,train density,班次密度,铁路,2025.12.09,2026-06-25
21390966,train departure and arrival section,列车行驶区间,铁路,2025.12.09,2026-06-25
21390967,train fire,列车火灾,铁路,2025.12.09,2026-06-25
21390968,train frequency,班次频率,铁路,2025.12.09,2026-06-25
21390969,train information display system (TIDS),列车资讯显示系统,铁路,2025.12.09,2026-06-25
21390970,train information system (TIS),列车资讯系统,铁路,2025.12.09,2026-06-25
21390971,train line (TL),列车控制讯号线,铁路,2025.12.09,2026-06-25
21390972,train load,列车载重,铁路,2025.12.09,2026-06-25
21390973,train make-up,列车编组,铁路,2025.12.09,2026-06-25
21390974,train number,列车码,铁路,2025.12.09,2026-06-25
21390975,train operation,列车运转,铁路,2025.12.09,2026-06-25
21390976,train operation control,列车运行管理,铁路,2025.12.09,2026-06-25
21390977,train operation plan,列车运转计划,铁路,2025.12.09,2026-06-25
21390978,train performance,列车绩效,铁路,2025.12.09,2026-06-25
21390979,train performance diagram,列车运转曲线图,铁路,2025.12.09,2026-06-25
21390980,train preparation platform,列车整备月台,铁路,2025.12.09,2026-06-25
21390981,train preparation tracks,整备线群,铁路,2025.12.09,2026-06-25
21390982,train resistance,列车阻力,铁路,2025.12.09,2026-06-25
21390983,train scheduling,列车排点；列车排班,铁路,2025.12.09,2026-06-25
21390984,train separation,列车分离,铁路,2025.12.09,2026-06-25
21390985,train service plan,列车服务计划,铁路,2025.12.09,2026-06-25
21390986,train service type,列车服务型式,铁路,2025.12.09,2026-06-25
21390987,train stop indicator,列车停车标志,铁路,2025.12.09,2026-06-25
21390988,train timetabling,列车排点；列车排班,铁路,2025.12.09,2026-06-25
21390989,train traveler evacuation,列车旅客疏散,铁路,2025.12.09,2026-06-25
21390990,train unit,列车单元,铁路,2025.12.09,2026-06-25
21390991,train weight,列车重量,铁路,2025.12.09,2026-06-25
21390992,training program,训练计划,铁路,2025.12.09,2026-06-25
21390993,train-set,列车组,铁路,2025.12.09,2026-06-25
21390994,tramway,路面电车,铁路,2025.12.09,2026-06-25
21390995,transfer,转乘,铁路,2025.12.09,2026-06-25
21390996,transfer at different platforms,不同月台转乘,铁路,2025.12.09,2026-06-25
21390997,transfer facility,转乘设施,铁路,2025.12.09,2026-06-25
21390998,transfer station,转运站；中转站,铁路,2025.12.09,2026-06-25
21390999,transfer table,迁车台,铁路,2025.12.09,2026-06-25
21391000,transfer track,转换轨,铁路,2025.12.09,2026-06-25
21391001,transfer track zone,转换轨道区｛铁道｝,铁路,2026.06.22,2026-06-25
21391002,transition curve,介曲线；缓和曲线,铁路,2025.12.09,2026-06-25
21391003,transponder,应答器,铁路,2025.12.09,2026-06-25
21391004,transportation capacity,运输能量；运输容量,铁路,2025.12.09,2026-06-25
21391005,transportation efficiency,运输效率,铁路,2025.12.09,2026-06-25
21391006,traveling time,旅行时间,铁路,2025.12.09,2026-06-25
21391007,trunk line,干线,铁路,2025.12.09,2026-06-25
21391008,tunnel resistance,隧道阻力,铁路,2025.12.09,2026-06-25
21391009,turnback,列车回转；列车调头,铁路,2025.12.09,2026-06-25
21391010,turnback track,折返线,铁路,2025.12.09,2026-06-25
21391011,turnout,避让车道｛公路｝；道岔｛铁路},铁路,2025.12.09,2026-06-25
21391012,turnout angle,岔心角；辙叉角,铁路,2025.12.09,2026-06-25
21391013,turntable,旋转台；转车台；转车盘,铁路,2025.12.09,2026-06-25
21391014,two-aspect signal,二位式号志,铁路,2025.12.09,2026-06-25
21391015,ultrasonic detector,超音波检测器；超音波探伤机{铁路},铁路,2025.12.09,2026-06-25
21391016,uncoupling,去耦合{力学}；解耦合{力学}；摘解{铁路}；脱钩{铁路},铁路,2025.12.09,2026-06-25
21391017,underground station,地下站,铁路,2025.12.09,2026-06-25
21391018,universal design,通用设计,铁路,2025.12.09,2026-06-25
21391019,unladen weight,空车重量,铁路,2025.12.09,2026-06-25
21391020,unpaid area,非付费区,铁路,2025.12.09,2026-06-25
21391021,upward line,上行线,铁路,2025.12.09,2026-06-25
21391022,urban railway,都会区铁路,铁路,2025.12.09,2026-06-25
21391024,vehicle defect,车辆缺失故障,铁路,2025.12.09,2026-06-25
21391025,ventilation and air-conditioning apparatus,通风与空调装置,铁路,2025.12.09,2026-06-25
21391026,vertical curve,竖曲线,铁路,2025.12.09,2026-06-25
21391027,vestibule diaphragm,风挡,铁路,2025.12.09,2026-06-25
21391028,vital circuit,维生电路,铁路,2025.12.09,2026-06-25
21391029,vital relay,维生继电器,铁路,2025.12.09,2026-06-25
21391030,waiting for section clear,等候清道,铁路,2025.12.09,2026-06-25
21391031,waiting hall,候车大厅,铁路,2025.12.09,2026-06-25
21391032,waiting room,等候室；候车室,铁路,2025.12.09,2026-06-25
21391033,waiting station,待避站,铁路,2025.12.09,2026-06-25
21391034,waiting track,待避线,铁路,2025.12.09,2026-06-25
21391035,waiting train,待避列车,铁路,2025.12.09,2026-06-25
21391036,warehouse track,仓库线,铁路,2025.12.09,2026-06-25
21391037,way out,出口,铁路,2025.12.09,2026-06-25
21391038,wayside fire,沿线火灾,铁路,2025.12.09,2026-06-25
21391039,wayside marker,路侧标志,铁路,2025.12.09,2026-06-25
21391040,wheel detector,轮轴侦测器,铁路,2025.12.09,2026-06-25
21391041,wheel tread,车轮踏面,铁路,2025.12.09,2026-06-25
21391042,wheelbase,轴距,铁路,2025.12.09,2026-06-25
21391043,wide gauge railway,宽轨铁路,铁路,2025.12.09,2026-06-25
21391044,wing rail,翼轨,铁路,2025.12.09,2026-06-25
21391045,wooden sleeper,木枕,铁路,2025.12.09,2026-06-25
21391046,workshop,机厂,铁路,2025.12.09,2026-06-25
21391047,wye,三角线｛铁道｝,铁路,2026.06.22,2026-06-25
21391048,yard operation,车场内运转,铁路,2025.12.09,2026-06-25
21391049,yard track,车场轨道,铁路,2025.12.09,2026-06-25
21391050,yaw-damper,抗摇摆减震器,铁路,2025.12.09,2026-06-25
21403042,power/trailer ratio,动力车/拖车比,铁道,2026.06.22,2026-06-25
21403043,ride comfort index,乘车舒适指数,铁道,2026.06.22,2026-06-25
21403044,facing point,面相岔尖,铁道,2026.06.22,2026-06-25
21403045,screen line survey,屏栅线调查,铁路,2026.06.22,2026-06-25
21403046,bus exclusive lane (BEL),公车专用道；公车专用车道,公路,2026.06.22,2026-06-25
21403047,standard penetration test (SPT),标准贯入试验,铁路,2026.06.22,2026-06-25
21403048,falling weight deflectometer (FWD),落重式挠度仪,铁路,2026.06.22,2026-06-25
21403049,testing and commissioning,测试与试运转,铁道,2026.06.22,2026-06-25
21403050,neutral zone,中性区间｛铁道｝,铁道,2026.06.22,2026-06-25
21403051,testing and commisioning,测试与试运转,铁路,2026.06.22,2026-06-26
